nlvnpf-1224_000001	紹治十年癸卯科慶應 皇帝勅賜 第一壹甲進士及第第一名 枚英後 豫省河南省中府裴山縣石澗社 三期文理得九分 第二貳甲進士出身登名 阮伯逛 豫省河南省府弘化縣弘化社 三期文理得十二分 第三叁甲同進士出身五名 范冠恕 豫省河南省孟集府更福縣東倉社 三期得十分二分 杜發 安定省長定府牽率縣韓英下げ 三期得十分 阮潘 廣治省豐登府明永縣春旭社 三期得五分 武文後 北寧省順安府恭林縣鉢場莊 三期得八分 阮青威 承天府豐田縣秉昌目總齋門社 三期得五分 一副榜該二名 卯文奉 廣治省 范世頂 南定省東開遷寇關
nlvnpf-1224_000002	紹治年癸卯科會試第一場 和順於道德德而理於義 移彼咒說篇無綱 自朝至日中不退暇食食用成和萬民 秋卯條來朝 旭邑以成庶民以生 含內外之道故時措之宜也 范富恕 廣南省禀監從三屆昭多末上總臬奉 信社 傳道無分于內外誠所以通用而無穷也夫內外一道也 合之無間時措時措之宜誠之道抑何至耶夫天命賦于人 而無曼之宜早已圖 the 根于至住民知用之天下而無穷也 竟知夫人用之各通者求其故而有所由進而思之吾知誠 之所以為用也蓋誠者萬物之原白成也故物之所以給物 之所以終概通一誠之通貫誠之原白成也所當備誠之而 為登藏之而應任無非吾性之本性是乃含內外之道按時 措之宜也人謂槨已之施道措可以内外分看也夫輪知知 物已有更而無理也此理具于性中而吾率之以為 至誠之所此道合而分分其自內而外之成爲被稱容之 每承道之体用皆性之自性性不可以從此分道區之內 外別驗直直其貫通復之机而之也人謂分容之與量分道將
nlvnpf-1224_000003	可以求駿犬却罕罕得 奢有顯耀而無顯道敬敬天此道徑徑 性內而奮以之為本其之功其道合合名皆皆往之固有本性不可 若仁之事成物者智者之事無道之名目皆皆往之固有本性不可 以始終局而道單可以內外駿駿駿駿駿駿駿駿駿駿駿駿駿駿 而無爭惟誠無外之外有不當予夫夫夫夫夫夫夫夫夫夫夫夫夫 而仁之德措之化而無不周外時而智而措之而其故其故已甚 至至交極誠著勤之功在誠固自不知所知以誠而智習不 顯矣非書字表著衷意能運用而必得予誠誠誠誠誠誠誠誠誠 措之而有無有無中理之神會時而措之自己之仁仁仁無 或敏敏時而措之及之物的智而智而無或疾疾極極參參駿駿綸之 妙在誠固不自期其至於斯而其故故已甚Furthermore是知道一而 已 thereby 無內外之可敏時而出之可見措施之各當誠之道誠 可貴貴哉 阮伯遠 讀省河中府每經過化縣行事經由化化庄 書詳文無適之定而先其心其心其心其心其心其心其心其心 心也而用以和以和同民周公所以舉之以為訓訓訓訓訓訓訓 大之言此萬民之條條悟覺悟覺以自古除民未帝一曰一日不以 還為戒亦未能以有心為心也吾豈常在其周曾合今而童有一 較于我文王獲獲獲誠誠其我文王之德德備矣而德者于一
nlvnpf-1224_000004	勉強依保盡與我文王之德至宛而在南帝身有無邊一旦自在原 晓之期而我文王之心决无保留意之端不足其貌陈懐陳懷而陳 在回無慨無憂乃方噬兮吞凝臺而告日發日覺曰陳陳實而免 至食之牟奔仍然無盡盡口由不已之心而視視視視視視視視視 所居其心哉日日往奔沉之度而我文王之心終終終終終終終 供見其歷歷廢棄而機雜雜無意累累累累而乃分悲愁凝疊峻而 視日日日既見而陋陋陋陋且從從從之迺然而暴暴暴暴暴暴暴 視辱稱中中且壹壹壹無所用其心用用用用用用而 而恩以依作作往之人心論論不達之民用以與其所處障併四 方之民亦用以視之如加增益舉舉二分之天下而總歸之王       詳其事焉     十一月之詩言者日食反之原在上而有人之潭則殘啟時之   奔在下豈可無事上之誠故行民以成就之除所所以久其和   乗之情也彼其食貧猶而眼視時時民民以應其其其其其其其   吾吾之然所施也則終終後之動一朝之暇不能不動慮愛之
nlvnpf-1224_000005	誠沐常淳而詠勤勇者皆民忭有以賞其生者皆吾君之德所述 及也則百日之踵一日之淳不能不起尋親之念故彼彼彼被 羊卒彼此被公室而又不甚夫既脫脫祝壽者焉以間開之賊質 而見得天願則受暴之心不能脫脱脱彼脫祝之卒乃非佐我也 端以此為視視願不快日日佯者而來艾佯詩而藏而曰萬請無臟 盡欲吾君之詩與開陽而同其永固也艾佯詩而進之九氏何幸 而見得天日日願願之情不能不也彼脫脫脫 始以爲引年之奇不尋日日佯昌而構檔構而昌則由詩 無疆盡激激吾君之詩盡天地而同其悠久也且夫受災禍而 常欲幸者皆吾君之賜也豈豈脫脫脫可以言報特特借此以 經義衷孚卷九 常其彼索誠使但願吾君之介亦泉宿福吾民永得醉酒而常 觀太平之世安納禾稼而每乘有年者皆吾君之惠也豈豈脫 脫可以言謝而即特報此以寓其素操由於但願吾君之別滋 遐年則吾民亦得以依而久而永享有榮譽之休矣於是知上之人 以誠而待下之人以誠而事上之同家工業業基於此乎 易即其文而順道徳以明愛至人作易之極功力也夫道徳乃 易之理易易之義也惟聖人方能和順之而理之而不益見 作爲之功大乎常便易無有其書之許許然一理常從心從於至 至至之OrderBy其制作以明之必有待於機久然於至之知知 也巴益況古聖人之作易乎明昭運連運自然之化也則現現
nlvnpf-1224_000006	而立#堯以有以開夫一長二短之精微則參桓赫本然之理 也則發揮而生及更以著平同化一神之至亦然而不但此 也又瞻道德而理於於義兼容進退存古越又房舍共通至也 于卦文何傳繼承示而示以吾內稱未末而當此義然而不知 太少盈縮之間而或微或顯義之各適時宜且且燦然而不察 于是和槓中而條理明矣徒削刪索苟文原備此義而不察 于卦文何傳承樣亦順此順此則所言誠則明而然而無盡 乾坤誦以理而為-用義之所言誠則明而然而無盡 于是于和槓中而條理分切矣妙佳妙無方而成績天下之理 雅言他惟振平理而假之爻卦則道德能不能不停忻且易 經義案補卷一  著且-四義而考通典府藏之真餘無不顯於先天後天之 制作作如般然不動而為天下之至神易理則也惟一準平理 而著之卦爻之制條理已自平平却不動者亦由義而呈露 宝錫洪濾之劍決定無不開於前至後全於發明- 却能以弘自通春秋林特典其朝朝焉朝暢吾矣而春秋有 取於卻之來再以其能以弘自通 joc 該諸候而有相朝之礼 中國所以稱以礼自進于中國之礼却 即之朝于朝交于礼義也但有小夷而能自進于中國之礼 之一二叉邦亦多承玉邦而其從來是從經意當時 小國其來也何足以以為籌國異平以魯為礼義之名知當時此
nlvnpf-1224_000007	之二二其圖亦棄於夷祈而願繼相於同公伯衛之 수를矣惟彼 遠夷其朝他何也以爲魯晉等乎今春秋砍有取於聊之來 自來焉不以塞塞以邱之小居而教訟予中知之礼則聊雖夷矣而 其來朝願可以夷視之即以卻之遺在尊非有貴之以衣蔚 之礼盛而來朝卻天族他不以中國自進而自因於殘穢之足是卻 雖夷矣而其來朝卻天族他不以礼進之讓我們請候假官以名 通就書其書而必書來朝則卻別外之者非可同於今拘约束來未受 命例舊以名書其書也就書來而必書來朝則夷袂之者非非同 於首未待彼時之命為小卻而知卻之有功誇論曾日之 迺手中國而見來之知礼故書來朝以予之 德所以內外之分殊其道以雅同也然分殊殊而理則一性之 而威合内外而一致焉吾性此一誠卻阻之德內而威己外 而威合内外而一致焉吾性此一誠卻阻之德內而威己外 一誠之縱會意壹不独立造成不独成聚集内外的分殊而合之 也内外之分分其道末易合也然分路而道則同性之德 所克不以内外分也君子本純一不雜之德內成其仁外成 其習合人之内外分也君子本純一不雜之德內成 誠之所流通蓋在此無惡在彼無歉舉内外之分而合之 也
nlvnpf-1224_000008	紹治叁年癸卯科會試第二場     得平字用七言律詩 內四對等 予追與歐欣良居，    諭此次第會試第二題 題目竟尽所長 數演切完而副朕右文之 古通今俗 舍休憩者，題後頒領行文 亦多尋其 至意欲此。再有行文徐徐乃計題之 能行小引蓋雖其 事固好無亦不妨  我 皇上之紀元受慶化農豐豐豐海量海洋清無遮無途成福法度 盡茲內西歸二府 石間構構訊驗邊辺 禁禁禁次通進于甚三 邪。皇帝重核欠徐乃春西 禦併總領 臣阮登楷等平通  犯帝謂謂請於以對於天下大討有罪定作件故此 一方本年 三月匪名後接僅傑等歸陣 奠登登 紅旗振捷 宣諭諸各每試詩一律印  神武之廣進奉 聖之昭明顯頌其可已承謹辨孚移同以賦 九里寒原神與神明諦兵兵師帥以真前策奕內唐將苟甲 消賊 救蔽情況辺方從此禪化 僚等來同共大平 又作後  皇上波濯慶成德蘊加幸上內外聖享太平之福 蓋茲茲由西
