nlvnpf-0255_000001	三八九 號 敬德 四三五 號  二九六 三 四 五 六 七 八 九 十  保大元年九月九日廿九日廿十五日 和精 禮  保大元年十月十一日廿一日廿十五日 保大元年十月十一日廿一日廿十五日 保大元年十二月十二日廿日廿三日廿四日廿十日 保大元年十二月十八日廿正月十一日 保大元年十二月十二日 保大元年十二月十日 保大二年十月二十二日廿三月二十三日  進子精止正陽長年率隊 詔子精止正陽長年率隊 進子精九長年下令 詔子精九長年下令  敬德 和精 保大元年十二月十二日廿日廿三日廿四日廿十日 保大元年十二月十八日廿正月十一日 保大元年十二月十二日 保大元年十二月十日 保大二年十月二十二日廿三月二十三日  保大元年九月九日廿九日廿十五日 保大元年十月十一日廿一日廿十五日 保大元年十月十一日廿一日廿十五日 保大元年十二月十二日廿日廿三日廿四日廿十日 保大元年十二月十八日廿正月十一日 保大元年十二月十二日 保大元年十二月十日 保大二年十月二十二日廿三月二十三日  三八九號敬德 保大元年九月九日廿九日廿十五日 進子精止正陽長年率隊 四三五號 和精 禮 保大元年十月十一日廿一日廿十五日 詔子精止正陽長年率隊 二九六 保大元年十月十一日廿一日廿十五日 詔子精九長年下令 三 凝 保大元年十二月十二日廿日廿三日廿四日廿十日 進子精九長年下令 四 樂 往 預 禮 禮 保大元年十二月十八日廿正月十一日  五 沈 文 禮 禮 沈 文 禮 禮 保大元年十二月十二日 六 沈 文 禮 沈 文 禮 保大元年十二月十二日 七 沈 文 禮 沈 文 禮 保大元年十二月十日 八 沈 文 禮 沈 文 禮 保大元年十二月十日 九 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日 十 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日  三八九號敬德 保大元年九月九日廿九日廿十五日 進子精止正陽長年率隊 四三五號 和精 禮 保大元年十月十一日廿一日廿十五日 詔子精止正陽長年率隊 二九六 保大元年十月十一日廿一日廿十五日 詔子精九長年下令 三 凝 保大元年十二月十二日廿日廿三日廿四日廿十日 進子精九長年下令 四 樂 往 預 禮 禮 保大元年十二月十八日廿正月十一日  五 沈 文 禮 禮 沈 文 禮 禮 保大元年十二月十二日 六 沈 文 禮 沈 文 禮 保大元年十二月十二日 七 沈 文 禮 沈 文 禮 保大元年十二月十日 八 沈 文 禮 沈 文 禮 保大元年十二月十日 九 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日 十 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日  三八九號敬德 保大元年九月九日廿九日廿十五日 進子精止正陽長年率隊 四三五號 和精 禮 保大元年十月十一日廿一日廿十五日 詔子精止正陽長年率隊 二九六 保大元年十月十一日廿一日廿十五日 詔子精九長年下令 三 凝 保大元年十二月十二日廿日廿三日廿四日廿十日 進子精九長年下令 四 樂 往 預 禮 禮 保大元年十二月十八日廿正月十一日  五 沈 文 禮 禮 沈 文 禮 禮 保大元年十二月十二日 六 沈 文 禮 沈 文 禮 保大元年十二月十二日 七 沈 文 禮 沈 文 禮 保大元年十二月十日 八 沈 文 禮 沈 文 禮 保大元年十二月十日 九 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日 十 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日  三八九號敬德 保大元年九月九日廿九日廿十五日 進子精止正陽長年率隊 四三五號 和精 禮 保大元年十月十一日廿一日廿十五日 詔子精止正陽長年率隊 二九六 保大元年十月十一日廿一日廿十五日 詔子精九長年下令 三 凝 保大元年十二月十二日廿日廿三日廿四日廿十日 進子精九長年下令 四 樂 往 預 禮 禮 保大元年十二月十八日廿正月十一日  五 沈 文 禮 禮 沈 文 禮 禮 保大元年十二月十二日 六 沈 文 禮 沈 文 禮 保大元年十二月十二日 七 沈 文 禮 沈 文 禮 保大元年十二月十日 八 沈 文 禮 沈 文 禮 保大元年十二月十日 九 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日 十 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日  三八九號敬德 保大元年九月九日廿九日廿十五日 進子精止正陽長年率隊 四三五號 和精 禮 保大元年十月十一日廿一日廿十五日 詔子精止正陽長年率隊 二九六 保大元年十月十一日廿一日廿十五日 詔子精九長年下令 三 凝 保大元年十二月十二日廿日廿三日廿四日廿十日 進子精九長年下令 四 樂 往 預 禮 禮 保大元年十二月十八日廿正月十一日  五 沈 文 禮 禮 沈 文 禮 禮 保大元年十二月十二日 六 沈 文 禮 沈 文 禮 保大元年十二月十二日 七 沈 文 禮 沈 文 禮 保大元年十二月十日 八 沈 文 禮 沈 文 禮 保大元年十二月十日 九 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日 十 沈 文 禮 沈 文 禮 保大二年十月二十二日廿三月二十三日
nlvnpf-0255_000002	流文仁促原安安上史右中 農文珊冊原田石乃山坤橋 黃玉珍册册也样表表單下金戲 流有林安書書志法遠根圖 喬文欣檨法治金青著其圖 流公安 流文故採摘長員佐員武信 流文泰採摘長長吏武官信 啟文盤錄採摘長員并力圖圓道 流文錄採摘長原河河內武近 流文學採摘長原河河內武近 流文才採摘長原河河內武近 流文榜採摘長員佐員書吏案内 流文同採摘長員佐員書吏案内 蔡文演原書及原書詳金川原觀公会 蔡文演原書及原書詳金川原觀公会 流文成容品体業及信原高賞 淮文披據榜及據榜文氏歌 蔡文淑雅據原書及原書亦示圖 囊文治長皮原山金山形圖 囊文楊長定住原圖原及採摘原 詳曰姑倍想周重永積根圖 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 蔡継九遂長 淮継正正遂 淮継正原長吏書 淮継原原長吏書 蔡継九遂長 淮原捏捐 蔡継九遂長使下
nlvnpf-0255_000003	花佳雅 惟信開門室女等情詞 慶雲公司及長室室美佩 廟日 仲信與則開有敢模樣 農日 脫則般化若夢回園 口日 湘女詢永遠保其園 譬女 處長年加如外新園 農日 珠女永遠倖後園 譬女處 長年加如外新園 日 湘女詢永遠保其園 盡原珍公司及若古回利 梁方 邦與室女高揚之吐 農美 平和偕至其園 假佳 妾女詢永遠任得氏肩 緣弦 隘候平女幸其書園 哎延 朝願之情請其酒古能為 武世 能願之情日夢幸永在世古吾夢樂 花克 惟信請其夢幸夢幸夢下 孫五 略上 陳首 收收於夢長室真真之情發 謝筆 亦其請其長室由古其百往 潘女 讀從愛愛後後信真愛幸之來  上上　上上　上上　上上　上上　上上　上上　上上　上上　上上　上上　上上 愛嫂九歲歲重下 冀雅雅、厚長 愛嫂九歲久長夫下
nlvnpf-0255_000004	藩武文家事幸事尊體幾八品高昂 太原 黄庭金金冊間立萬化上花上花 黄女香書應久誠產世波世波新韓 陳延方 圓口圓口室法化原中世波中 吳女福 圓口圓口室法上上世波豊 周女 偶口圓口真才法上 視原花 楊文 近口圓口真才法上 視原花 楊文 義 禮尊法世波法上 視原花 吳女 密書幸事尊法世波法上 視原花 黃文樹 禮尊法世波法上 視原花 海寧 蔡文 禮尊法世波法上 視原花 子女 議議禮尊法世波法上 視原花 陳女 苑世波法原四金圖 黃女 楊文安法上 助勢圖 黃福 圓口 禮尊法上 視原花 周女 密口圓口禮尊法世波原中 陳女 靖生幸事法上 小中圖 陳楊文 生圓口禮尊法上 視原花 黃女 章書幸事禮尊法上 視原花 梁文 云 禮尊法世波法上 視原花 永安 高平
nlvnpf-0255_000005	農文善 宿河州之由及其細事記 衣女營於和佐河通門留那圖 趙女佐上樂楽地圖及其號端 令女稻原通道農良圖 農女良下良平令事吏表附圖 蘇武仲件和佐河通於其圖 書文小和佐河通農村附圖 從女靖上張家農家附圖 從文管和佐河通農家附圖 夢文譯和佐河通農家附圖 書文合上根州州原若西圖 書文道佐和佐通滿佐農家附圖 殷女規和佐安佐農家附圖 彌女獨和佐農村都址附圖 彌文獲和佐原其根根附圖 岡女雁和佐根及根村附圖 勤文仲伊佐通定文本村平原 譯文取之圖表及上來附圖 黄芝出 章文率及安佐農家且詳錄下圖開通 陳文 在高平生從事後及農本複備 河橋若文識同文圖及卽其圖及細事記  農徒久除了長以下 農徒久農番 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上
